field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2006, Int64,0,0, false, true, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Managers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Trades_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Community_and_Personal_Service_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerical_and_Administrative_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Sales_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Machinery_Operators_and_Drivers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Labourers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Region,2013, Int64,0,0, false, true, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_8_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_ANZSCO_major_group_6_7_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Region,2013, Int64,0,0, false, true, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Region,2001, Int64,0,0, false, true, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Region,2006, Int64,0,0, false, false, false, false
x2006_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Region,2006, Int64,0,0, false, true, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Region,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Region,2013, Int64,0,0, false, true, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Legislators_Administrators_and_Managers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professionals, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Technicians_and_Associate_Professionals, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Clerks, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Service_and_Sales_Workers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_and_Fishery_Workers, Region,2001, Int64,0,0, false, false, false, false
x2001_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Trades_Workers, Region,2001, Int64,0,0, false, false, false, false
